model,IC,n_days,mean_daily_ret,ann_return,ann_vol,sharpe_ratio,max_drawdown,cum_return,win_rate
OLS,0.1057744977460496,88,0.0075642648323347,14.65149942118266,0.8717819462079502,3.167026658227696,-0.2732692391134391,0.7690691098960702,0.6704545454545454
PLS,0.110533319628142,88,0.0060205023232595,7.943211941208036,0.8544815899460798,2.5717152643726533,-0.2995314157395226,0.5524365892301069,0.6363636363636364
LASSO,0.1053082512108245,88,0.0077804713806279,15.926513768045496,0.8778161072632282,3.235156008680568,-0.2772573092322038,0.8005562992389226,0.6704545454545454
Elastic Net,0.1052703025335505,88,0.0077509921522226,15.746750692454883,0.8758827558671517,3.2300123693614253,-0.273269239113439,0.7966317316974525,0.6590909090909091
Random Forest,0.1110547054745409,88,0.0044514440533185,4.059013346467472,0.8010163694042897,2.028394351877731,-0.259313935711889,0.3661958029271055,0.6022727272727273
LightGBM (HGB),0.0954662565663655,88,0.005308136804968,5.905691183691421,0.7923577964373848,2.445195772067416,-0.2529146362935592,0.4766175856158567,0.6363636363636364
FFNN,-0.0107965174099117,88,-0.0015385201864136,-0.4299278215030819,0.6194479799510364,-0.9065488728938244,-0.3616766414893004,-0.1662681481010977,0.5113636363636364
COMB,0.0854402634001418,88,0.0046341593870139,4.4062785689024935,0.8385152224908746,2.017218210106476,-0.2708961370202476,0.378130260470447,0.5454545454545454
