model,n_residual_rows,n_dates,residual_mean,residual_std,residual_skew,residual_excess_kurtosis,durbin_watson_daily_mean,ljung_box_pvalue_lag1,ljung_box_pvalue_lag5,ljung_box_pvalue_lag10,breusch_pagan_stat,breusch_pagan_pvalue,white_stat,white_pvalue,jarque_bera_stat,jarque_bera_pvalue,jarque_bera_skew,jarque_bera_kurtosis,interpretation
OLS,9869,208,-0.0015239740461967847,0.9357528625664006,0.696470598864232,5.382823933704442,2.1412614520559377,0.19985914479454098,0.39250048910735175,0.7044289168460673,1120.5630645840315,1.1211337225015402e-245,1343.4750157473288,1.853988530177859e-292,12697.53776727333,0.0,0.6963647370739148,8.379489280340412,Potential misspecification: residual variance depends on fitted level; non-normal residual distribution.
PLS,9869,208,-0.0013393404004589256,0.9357232475152918,0.6528462916019374,5.367187733740527,2.1466647521668167,0.19498689183806983,0.38663521372444315,0.7072382938710182,936.0965533524427,1.3964751250276553e-205,1132.2220727865013,1.3838873830895172e-246,12531.705438048857,0.0,0.6527470605972925,8.36386100112936,Potential misspecification: residual variance depends on fitted level; non-normal residual distribution.
LASSO,9869,208,-0.0015134302786146414,0.9356994386337025,0.6951379138723215,5.382664725254454,2.14158945005511,0.19955709556561707,0.39214268683489806,0.7045931770564887,1125.3951061058276,9.987579023231485e-247,1346.5460920364428,3.9923747489629194e-293,12693.784226587028,0.0,0.6950322546467921,8.379330152539863,Potential misspecification: residual variance depends on fitted level; non-normal residual distribution.
Elastic Net,9869,208,-0.0015182495302464272,0.9357247137476863,0.6957202878667169,5.382705277289805,2.1414398222530338,0.19969479032629792,0.39230589423280954,0.7045181730982228,1122.9390968379644,3.413889298907195e-246,1344.8532696830343,9.307284803533363e-293,12695.295450078513,0.0,0.6956145401217959,8.379370684032969,Potential misspecification: residual variance depends on fitted level; non-normal residual distribution.
Random Forest,9869,208,0.003860711964963127,0.9348296310932928,0.7259219760162554,5.43841842214386,2.038570697103061,0.27776974637845614,0.3094654428534606,0.44340303968936445,1611.3782266626047,0.0,1698.7883053645555,0.0,13013.526400606961,0.0,0.7258116376902197,8.43505560655343,Potential misspecification: residual variance depends on fitted level; non-normal residual distribution.
LightGBM,9869,208,0.0052980758698319315,0.9351635968710357,0.7708298539197738,5.500535522859504,1.96124295459966,0.3708745091132888,0.01770640689337946,0.008802595713353694,1471.7844328384338,0.0,1473.7712220893352,0.0,13403.152235491936,0.0,0.7707126897085362,8.497141240915074,Potential misspecification: serial dependence in daily mean residuals; residual variance depends on fitted level; non-normal residual distribution.
FFNN,9869,208,0.014092693114461256,0.9393735394778329,0.532108901944549,5.2008888759244485,1.1589864420364693,0.0011887850204233786,1.6833182819140855e-08,2.9709958308204004e-10,110.9420361081094,6.092630860686914e-26,123.38516991114628,1.6115759566078203e-27,11574.586570926205,0.0,0.5320280227213693,8.197646384507241,Potential misspecification: serial dependence in daily mean residuals; residual variance depends on fitted level; non-normal residual distribution.
COMB,9869,208,0.002479498099105647,0.9349548853884356,0.6836541693363761,5.384921590528215,2.078674782410111,0.32199576073304437,0.38601956509469776,0.5182726414854997,1271.5366854525867,1.7328130795359204e-278,1486.211192817107,0.0,12677.729873222359,0.0,0.6835502556113144,8.381585874564491,Potential misspecification: residual variance depends on fitted level; non-normal residual distribution.
